Date,Open,High,Low,Close,Volume
3/2/2012 16:00:00,12713.9,12722.53,12621.89,12643.82,167509072
3/5/2012 16:00:00,12630.35,12644.91,12507.31,12523.95,187668144
3/6/2012 16:00:00,12406.6,12486.78,12249.85,12298.63,281226976
3/7/2012 16:00:00,12311.16,12367.14,12237.69,12350.16,212815312
3/8/2012 16:00:00,12430.61,12485.29,12359.18,12461.93,192373984
3/9/2012 16:00:00,12476.09,12528.32,12457.53,12503.62,209223824
3/12/2012 16:00:00,12492.98,12518.61,12408.25,12428.01,192770608
3/13/2012 16:00:00,12424.03,12538.51,12424.03,12537.69,205102288
3/14/2012 16:00:00,12519.02,12536.88,12354.14,12377.9,242909584
3/15/2012 16:00:00,12376.55,12530.7,12372.73,12455.82,275880736
3/16/2012 16:00:00,12467.12,12537.51,12455.03,12496.96,416617152
3/19/2012 16:00:00,12494.61,12561.75,12475.46,12479.7,183863680
3/20/2012 16:00:00,12422.11,12473.89,12336.89,12430.7,250579216
3/21/2012 16:00:00,12427.24,12462.9,12380.85,12436.49,194589392
3/22/2012 16:00:00,12354.79,12418.87,12335.37,12361.81,220250176
3/23/2012 16:00:00,12376.87,12465.66,12364.26,12465.66,185974352
3/26/2012 16:00:00,12535.58,12583.12,12486.77,12574.79,220257888
3/27/2012 16:00:00,12595.35,12603.71,12498.77,12512.04,192301072
3/28/2012 16:00:00,12470.96,12491.82,12354.85,12413.86,209310784
3/29/2012 16:00:00,12379.6,12413.84,12194.53,12339.36,246981616
3/30/2012 16:00:00,12391.61,12433.31,12333.11,12392.18,233374160
4/2/2012 16:00:00,12381.48,12526.55,12373.43,12507.06,219843648
4/3/2012 16:00:00,12465.3,12498.71,12284.61,12323.61,233993696
4/4/2012 16:00:00,12191.07,12310.26,12098.6,12178.66,221608400
4/5/2012 16:00:00,12147.85,12172.08,12051.2,12103.11,198230416
4/9/2012 16:00:00,12047.04,12098.24,12004.15,12018.5,124048600
4/10/2012 16:00:00,12012.04,12032.67,11868.97,11935.29,203676928
4/11/2012 16:00:00,11970.65,12056.82,11939.96,12026.76,184928768
4/12/2012 16:00:00,12035.66,12230.54,12023.37,12214.65,211046336
4/13/2012 16:00:00,12180.55,12214.65,12040.38,12040.39,174270896
4/16/2012 16:00:00,12076.23,12121.36,12016.18,12037.59,193236832
4/17/2012 16:00:00,12065.97,12176.76,12039.7,12136.94,176201840
4/18/2012 16:00:00,12110.53,12162.6,12077.87,12128.89,158124416
4/19/2012 16:00:00,12148.18,12227.75,12118.38,12153.69,168231264
4/20/2012 16:00:00,12197.94,12227.99,12142.62,12147.28,149301632
4/23/2012 16:00:00,12025.07,12136.28,11919.13,11988.95,171223184
4/24/2012 16:00:00,11997.37,12034.51,11957.59,11980.1,142969408
4/25/2012 16:00:00,12057.49,12112.22,11997.31,12111.06,177534496
4/26/2012 16:00:00,12084.6,12146.01,12073.81,12145.85,174340848
4/27/2012 16:00:00,12157.96,12248.07,12139.68,12237.75,184521136
4/30/2012 16:00:00,12203.83,12292.69,12156.76,12292.69,169650240
5/1/2012 16:00:00,12325.7,12364.59,12292.72,12332.79,192404528
5/2/2012 16:00:00,12272.17,12332.68,12178.08,12230.12,161344752
5/3/2012 16:00:00,12223.53,12227.41,11981.28,12014.9,194210944
5/4/2012 16:00:00,11935.65,11985.28,11824.27,11871.23,183051856
5/7/2012 16:00:00,11805.29,11879.02,11785.74,11860.66,162633072
5/8/2012 16:00:00,11786.94,11821.93,11609.51,11704.74,262137920
5/9/2012 16:00:00,11588.18,11755.8,11555.08,11675.01,241462960
5/10/2012 16:00:00,11759.71,11812.16,11682.7,11736.17,207539648
5/11/2012 16:00:00,11681.33,11795.66,11646.37,11694.67,159645728
5/14/2012 16:00:00,11571.7,11689.39,11484.72,11488.53,182843712
5/15/2012 16:00:00,11494.83,11502.24,11325.71,11343.05,187469168
5/16/2012 16:00:00,11348.15,11474.05,11298.46,11326.08,213100176
5/17/2012 16:00:00,11370.25,11421.83,11317.11,11330.68,255381280
5/18/2012 16:00:00,11415.2,11435.7,11256.72,11280.64,213164448
5/22/2012 16:00:00,11444.61,11534.2,11283,11451.78,191021120
5/23/2012 16:00:00,11363.66,11567.2,11260.04,11564.8,194356608
5/24/2012 16:00:00,11600.99,11627.59,11472.95,11566.07,184820800
5/25/2012 16:00:00,11569.29,11588.29,11524.68,11576.47,155869248
5/28/2012 16:00:00,11622.06,11634.83,11523.47,11566.15,82644464
5/29/2012 16:00:00,11611.5,11687.71,11572.49,11609.3,157047968
5/30/2012 16:00:00,11498.31,11609.3,11422.69,11433.22,175997120
5/31/2012 16:00:00,11459.18,11518.44,11361.37,11513.21,240418928
6/1/2012 16:00:00,11413.12,11512.83,11344.43,11361.2,269926976
6/4/2012 16:00:00,11347.05,11370.09,11209.55,11335.77,191437456
6/5/2012 16:00:00,11331.35,11511.58,11325.27,11507.71,196553856
6/6/2012 16:00:00,11607.07,11686.99,11517.66,11633.4,219273536
6/7/2012 16:00:00,11716.27,11727.58,11586.03,11592.12,190285040
6/8/2012 16:00:00,11515.33,11575.33,11480.45,11500.63,140081792
6/11/2012 16:00:00,11592.49,11593.66,11382.37,11401.78,145427984
6/12/2012 16:00:00,11432.87,11497.3,11385.5,11497.3,218520464
6/13/2012 16:00:00,11452.62,11580.39,11440.36,11497.87,190979328
6/14/2012 16:00:00,11520.05,11520.05,11423.24,11466.42,196193760
6/15/2012 16:00:00,11495.76,11540.43,11487.63,11524.9,350271904
6/18/2012 16:00:00,11490.35,11635.06,11483.73,11601.13,240210752
6/19/2012 16:00:00,11633.04,11801.94,11623.69,11788.36,175485952
6/20/2012 16:00:00,11778,11824.61,11681.23,11759.34,161464688
6/21/2012 16:00:00,11698.56,11752.92,11405.83,11408.32,172547040
6/22/2012 16:00:00,11453.54,11472.72,11381.71,11435.54,137137776
6/25/2012 16:00:00,11373.62,11419.83,11295.06,11330.39,124803056
6/26/2012 16:00:00,11310.11,11344.99,11251.85,11334.42,182893856
6/27/2012 16:00:00,11357.88,11419.36,11326.91,11410.94,146448720
6/28/2012 16:00:00,11384.39,11424.7,11270.15,11424.7,222922032
6/29/2012 16:00:00,11621.37,11629.62,11483.83,11596.56,227388832
7/3/2012 16:00:00,11727.5,11885.33,11596.56,11848.75,191697472
7/4/2012 16:00:00,11841.26,11936.16,11829.85,11913.87,83933640
7/5/2012 16:00:00,11879.51,11894.81,11816.91,11817.03,178431152
7/6/2012 16:00:00,11727.7,11750.83,11646.77,11659.96,153943616
7/9/2012 16:00:00,11659.59,11692.45,11565.04,11634.67,127930504
7/10/2012 16:00:00,11643.54,11706.68,11459.77,11512.22,154983616
7/11/2012 16:00:00,11496.36,11561.64,11488.84,11544.64,159789008
7/12/2012 16:00:00,11473.54,11527.19,11366.74,11425.47,164433952
7/13/2012 16:00:00,11470.22,11525.75,11451.27,11514.53,148962256
7/16/2012 16:00:00,11511.25,11542.38,11467.61,11521.18,134885520
7/17/2012 16:00:00,11553.16,11572.21,11479.52,11571.19,133904760
7/18/2012 16:00:00,11578.51,11615.38,11554.75,11579.15,131477904
7/19/2012 16:00:00,11620.91,11674.37,11585.42,11665.7,195017424
7/20/2012 16:00:00,11613.14,11642.65,11586.32,11622.91,118147488
7/23/2012 16:00:00,11535.43,11609.89,11416.49,11545.54,198814960
7/24/2012 16:00:00,11555.56,11577.63,11441.7,11466.95,158283280
7/25/2012 16:00:00,11510.62,11519.58,11428.67,11492.51,160602736
7/26/2012 16:00:00,11527.96,11655.39,11492.51,11639.75,214681888
7/27/2012 16:00:00,11695.88,11802.51,11640.22,11766.36,213589680
7/30/2012 16:00:00,11763.81,11803.78,11724.34,11757.88,148418608
7/31/2012 16:00:00,11795.83,11797.29,11651.82,11664.71,159364480
8/1/2012 16:00:00,11693.11,11693.11,11600.94,11618.53,155465328
8/2/2012 16:00:00,11556.28,11611.16,11475.43,11506.5,149732032
8/3/2012 16:00:00,11635.04,11687.65,11512.16,11662.59,125813096
8/7/2012 16:00:00,11764.23,11874.66,11666.18,11863.5,151853664
8/8/2012 16:00:00,11861.29,11884.21,11780.19,11781.04,166145104
8/9/2012 16:00:00,11799.52,11882.84,11788.19,11858.13,145392848
8/10/2012 16:00:00,11841.98,11890.89,11816.71,11890.89,131484600
8/13/2012 16:00:00,11898.3,11913.13,11802.86,11838.33,126550016
8/14/2012 16:00:00,11865.48,11899.45,11838.42,11853.61,134988304
8/15/2012 16:00:00,11851.93,11914.76,11841.57,11905.44,159674192
8/16/2012 16:00:00,11938.96,12032.58,11918.08,12032.58,141990064
8/17/2012 16:00:00,12054.81,12089.89,12034.88,12089.89,122092240
8/20/2012 16:00:00,12088.87,12100.04,12034.23,12076.03,106624352
8/21/2012 16:00:00,12134.21,12196.77,12091.48,12116.92,164793056
8/22/2012 16:00:00,12102.07,12125.84,12034.1,12118.99,137483760
8/23/2012 16:00:00,12128.79,12128.79,12033.55,12062.51,155452784
8/24/2012 16:00:00,12038.97,12130.47,12036.51,12082.23,107863800
8/27/2012 16:00:00,12097.86,12100.16,12030.63,12048.82,95743104
8/28/2012 16:00:00,12060.96,12080.51,12005.34,12009.9,136829408
8/29/2012 16:00:00,12025.22,12033.99,11952.08,12009.79,128072008
8/30/2012 16:00:00,11986.87,12007.91,11875.05,11886.65,131149080
8/31/2012 16:00:00,11932.31,11985.09,11872.26,11949.26,159477568
9/4/2012 16:00:00,11977.96,11977.96,11904.48,11941.7,156155408
9/5/2012 16:00:00,11934.09,11994,11931.31,11990.14,149192672
9/6/2012 16:00:00,12041.08,12144.34,11996.46,12139.73,165566416
9/7/2012 16:00:00,12194.5,12270.97,12144.36,12268.01,191316208
9/10/2012 16:00:00,12257.18,12303.78,12213.65,12215.43,148466240
9/11/2012 16:00:00,12239.16,12264.13,12193.78,12220.45,155731008
9/12/2012 16:00:00,12262.31,12284.75,12200.98,12232.62,167362608
9/13/2012 16:00:00,12234.75,12366.04,12194.21,12360.16,189007312
9/14/2012 16:00:00,12446.13,12529.77,12360.16,12499.47,240486272
9/17/2012 16:00:00,12494.57,12508.71,12432.37,12446.86,162684096
9/18/2012 16:00:00,12422.82,12450.04,12391.4,12422.71,179558656
9/19/2012 16:00:00,12441.69,12462.83,12405.85,12436.16,188496784
9/20/2012 16:00:00,12372.31,12432.08,12358.37,12409.25,165227712
9/21/2012 16:00:00,12454.02,12473.45,12383.6,12383.6,516667840
9/24/2012 16:00:00,12342.42,12382.38,12296.2,12313.54,145955360
9/25/2012 16:00:00,12351.43,12382.86,12240.06,12257.18,186586672
9/26/2012 16:00:00,12163.86,12254.41,12163.86,12232.86,167295776
9/27/2012 16:00:00,12297.73,12363.27,12241.46,12338.85,165738688
9/28/2012 16:00:00,12291.24,12336.31,12248.78,12317.46,201025680
10/1/2012 16:00:00,12372.45,12452.28,12318.17,12370.19,156969824
10/2/2012 16:00:00,12396.86,12414.42,12340.64,12391.23,184549632
10/3/2012 16:00:00,12406.44,12411.51,12341.9,12359.47,153548464
10/4/2012 16:00:00,12403.13,12458.21,12371.62,12447.68,162606336
10/5/2012 16:00:00,12460.78,12480.83,12388.76,12418.99,130588712
10/9/2012 16:00:00,12389.54,12415.68,12266.98,12273.57,161133792
10/10/2012 16:00:00,12241.06,12278.68,12195.81,12212.42,138918000
10/11/2012 16:00:00,12263.63,12295.43,12215.01,12233.95,151202080
10/12/2012 16:00:00,12225.45,12250.41,12170.11,12202.04,131407024
10/15/2012 16:00:00,12181.93,12229.96,12137.18,12229.96,109713808
10/16/2012 16:00:00,12298.12,12412.23,12232.05,12407.7,150614464
10/17/2012 16:00:00,12423.72,12463.33,12396.67,12461.25,194273264
10/18/2012 16:00:00,12425.51,12494,12425.04,12466.12,154959536
10/19/2012 16:00:00,12437.91,12465.02,12372.91,12415.98,163589632
10/22/2012 16:00:00,12362.66,12430.48,12340.41,12403.54,155419808
10/23/2012 16:00:00,12260.95,12391.86,12141.19,12225.84,165770624
10/24/2012 16:00:00,12258.07,12261.05,12186.59,12195.02,151735104
10/25/2012 16:00:00,12289.67,12326.69,12195.02,12300.23,160945984
10/26/2012 16:00:00,12301.6,12353.16,12290.44,12300.3,151531872
10/29/2012 16:00:00,12282.08,12317.95,12250.47,12312.75,77734600
10/30/2012 16:00:00,12302.52,12395.43,12294.59,12377.05,99133472
10/31/2012 16:00:00,12416.67,12462.26,12389.97,12422.91,185566128
11/1/2012 16:00:00,12408.53,12511.46,12408.53,12499.76,182869824
11/2/2012 16:00:00,12489.69,12501.56,12373.16,12380.41,182355408
11/5/2012 16:00:00,12373.51,12417.25,12347.14,12352.78,131371808
11/6/2012 16:00:00,12380.33,12395.61,12334.13,12361.2,156460032
11/7/2012 16:00:00,12326.84,12360.9,12201.87,12230.59,167321088
11/8/2012 16:00:00,12227.85,12252.19,12164.11,12191.05,185660240
11/9/2012 16:00:00,12166.64,12251.45,12151.17,12196.8,157798304
11/12/2012 16:00:00,12219.78,12239.56,12186.99,12191.46,106605984
11/13/2012 16:00:00,12130.32,12212.94,12124.35,12134.66,136348592
11/14/2012 16:00:00,12139.75,12139.75,11915.07,11929.79,192495168
11/15/2012 16:00:00,11879.57,11926.39,11761.34,11811.38,227346224
11/16/2012 16:00:00,11814.39,11877.72,11761.86,11877.72,160133376
11/19/2012 16:00:00,12003.45,12040.4,11878.18,12040.4,139715552
11/20/2012 16:00:00,12040.75,12051.7,11986.01,12046.28,164426880
11/21/2012 16:00:00,12016.66,12104.68,12016.66,12100.06,146577120
11/22/2012 16:00:00,12129.28,12171.2,12100.06,12153.1,59033240
11/23/2012 16:00:00,12169.19,12229.77,12142.27,12213.24,99293584
11/26/2012 16:00:00,12199.17,12212.9,12148.96,12185.05,127850760
11/27/2012 16:00:00,12194.38,12196.47,12105.97,12111.63,152654912
11/28/2012 16:00:00,12012.59,12141.44,12004.49,12140.33,157293472
11/29/2012 16:00:00,12207.94,12227.52,12140.33,12202.85,163096160
11/30/2012 16:00:00,12203.83,12246.32,12170.35,12239.36,217841920
12/3/2012 16:00:00,12253.7,12253.7,12151.3,12169.74,165226032
12/4/2012 16:00:00,12106.2,12169.74,12095.45,12137.18,162209024
12/5/2012 16:00:00,12155.29,12208.45,12136.39,12157.29,179536784
12/6/2012 16:00:00,12186.11,12186.11,12132.74,12151.13,194665472
12/7/2012 16:00:00,12189.41,12208.05,12144.15,12159.59,201048000
12/10/2012 16:00:00,12212.14,12236.71,12161.08,12230.47,182791120
12/11/2012 16:00:00,12242.48,12306.82,12234.96,12282.36,191879120
12/12/2012 16:00:00,12305.8,12365.83,12282.57,12353.09,223019616
12/13/2012 16:00:00,12305.39,12346.24,12261.99,12289.17,205052880
12/14/2012 16:00:00,12284.29,12307.05,12256.55,12296.72,236856480
12/17/2012 16:00:00,12281.33,12296.86,12233.09,12281.35,232325488
12/18/2012 16:00:00,12285.86,12353.92,12279.7,12334.34,220015728
12/19/2012 16:00:00,12356.08,12414.06,12335.36,12403.63,206849392
12/20/2012 16:00:00,12376,12403.13,12335.4,12388.71,170132720
12/21/2012 16:00:00,12383.72,12414.85,12313.73,12385.7,345415168
12/24/2012 16:00:00,12379.33,12400.02,12350.31,12370.8,56857628
12/27/2012 16:00:00,12324.96,12373.77,12289.68,12373.77,110472104
12/28/2012 16:00:00,12316.99,12371.22,12304.98,12316.12,84459992
12/31/2012 16:00:00,12296.11,12457.33,12289.66,12433.53,99702016
1/2/2013 16:00:00,12571.76,12588.75,12439.25,12540.77,149629712
1/3/2013 16:00:00,12539.14,12540.58,12430.41,12470.44,160667712
1/4/2013 16:00:00,12442.84,12540.81,12442.84,12540.81,133007344
1/7/2013 16:00:00,12503.24,12540.81,12448.21,12499.55,152628896
1/8/2013 16:00:00,12490.37,12504.81,12456,12504.81,168870480
1/9/2013 16:00:00,12508.13,12528.86,12484.8,12522.24,166356416
1/10/2013 16:00:00,12571.95,12618.43,12523.56,12599.74,207718128
1/11/2013 16:00:00,12600.9,12603.15,12545.03,12602.18,155720304
1/14/2013 16:00:00,12627.41,12636.68,12582.15,12603.09,216472448
1/15/2013 16:00:00,12569.77,12642.03,12569.77,12641.97,186582560
1/16/2013 16:00:00,12602.47,12638.42,12580.32,12608.82,143642960
1/17/2013 16:00:00,12614.3,12684.07,12608.82,12674.73,160678320
1/18/2013 16:00:00,12701.96,12751.16,12675.61,12725.69,192755584
1/21/2013 16:00:00,12748.12,12798.92,12725.69,12794.25,97171808
1/22/2013 16:00:00,12774.71,12824.63,12758.64,12824.63,178762064
1/23/2013 16:00:00,12792.07,12828.93,12792.07,12794.05,156830896
1/24/2013 16:00:00,12802.32,12863.47,12794.05,12823.62,176337488
1/25/2013 16:00:00,12851.52,12875.35,12808.66,12816.63,163200560
1/28/2013 16:00:00,12859.93,12859.93,12812.06,12815.91,154394864
1/29/2013 16:00:00,12817.4,12849.16,12812.99,12830.56,170437072
1/30/2013 16:00:00,12846.29,12895.28,12773.62,12794.44,175687392
1/31/2013 16:00:00,12760.67,12794.44,12682.69,12685.24,201181904
2/1/2013 16:00:00,12741.18,12783.13,12691.92,12768.83,163622624
2/4/2013 16:00:00,12683.73,12768.83,12668.81,12717.62,122958040
2/5/2013 16:00:00,12740.35,12786.79,12717.62,12745.65,157056944
2/6/2013 16:00:00,12724.38,12783.73,12724.38,12761.59,164001008
2/7/2013 16:00:00,12762.49,12790.11,12737.22,12755.92,183254464
2/8/2013 16:00:00,12773,12823.5,12756.24,12801.23,140525968
2/11/2013 16:00:00,12789.18,12800.69,12748.15,12748.15,133824728
2/12/2013 16:00:00,12746.82,12815.39,12746.82,12789.02,166804304
2/13/2013 16:00:00,12813.5,12814.53,12763.44,12775.28,176896304
2/14/2013 16:00:00,12769.77,12775.05,12699.68,12721.79,180840736
2/15/2013 16:00:00,12686.51,12719.16,12667.7,12686.63,190267712
2/19/2013 16:00:00,12722.16,12810.21,12686.18,12810.21,175223968
2/20/2013 16:00:00,12788.4,12809.07,12684.58,12714.05,251708704
2/21/2013 16:00:00,12676.24,12714.05,12602.54,12639.97,234482560
2/22/2013 16:00:00,12660.39,12707.18,12641.65,12701.63,143580112
2/25/2013 16:00:00,12760.86,12832.71,12648.94,12650.87,185360832
2/26/2013 16:00:00,12659.68,12673,12605.78,12660.44,182781984
2/27/2013 16:00:00,12628.24,12738.03,12628.24,12732.39,179288176
2/28/2013 16:00:00,12741,12821.83,12725.98,12821.83,196030448
3/1/2013 16:00:00,12798.74,12819.43,12736.13,12773.12,176707920
3/4/2013 16:00:00,12765.8,12773.12,12705.02,12707.41,161517712
3/5/2013 16:00:00,12783.58,12820.11,12707.41,12736.04,172736816
3/6/2013 16:00:00,12793.79,12833.49,12736.26,12831.96,181727536
3/7/2013 16:00:00,12853.52,12869.64,12814.31,12826.52,178964832
3/8/2013 16:00:00,12833.28,12843.71,12795.34,12835.61,220260224
3/11/2013 16:00:00,12824.9,12865.32,12812.82,12858.49,136221712
3/12/2013 16:00:00,12879.87,12904.71,12853.9,12878.58,211006016
3/13/2013 16:00:00,12873.47,12878.59,12725.75,12744.11,169066960
3/14/2013 16:00:00,12751.6,12816.78,12736.11,12799.91,201652880
3/15/2013 16:00:00,12795.24,12865.95,12789.95,12830.03,344798848
3/18/2013 16:00:00,12788.85,12830.03,12759.09,12781.76,196871856
3/19/2013 16:00:00,12780.82,12826.26,12752.11,12773.87,174528896
3/20/2013 16:00:00,12816.31,12828.55,12776.02,12826.55,190046048
3/21/2013 16:00:00,12826.53,12831.15,12747.48,12747.87,174729968
3/22/2013 16:00:00,12751.15,12818.43,12745.35,12757.35,139537392
3/25/2013 16:00:00,12783.74,12788.41,12668.62,12680.71,185892432
3/26/2013 16:00:00,12686.65,12709.84,12651.31,12706.38,137280528
3/27/2013 16:00:00,12673.6,12712.41,12622.5,12699.65,148622960
3/28/2013 16:00:00,12661.32,12764.92,12647.24,12749.9,169490288
4/1/2013 16:00:00,12750.96,12750.96,12685.5,12695.14,101529816
4/2/2013 16:00:00,12679.99,12718.32,12672.06,12682.1,150446080
4/3/2013 16:00:00,12678.9,12688.64,12390.79,12422.12,225505328
4/4/2013 16:00:00,12404.82,12422.12,12338.32,12363.05,179001440
4/5/2013 16:00:00,12293.66,12363,12244.23,12331.85,186500800
4/8/2013 16:00:00,12325.13,12351.98,12290.34,12344.56,131839848
4/9/2013 16:00:00,12369.75,12497.96,12344.81,12484.05,170729600
4/10/2013 16:00:00,12503.13,12555.68,12485.69,12534.91,195269984
4/11/2013 16:00:00,12523.36,12534.91,12458.64,12481.37,139521328
4/12/2013 16:00:00,12404.74,12481.37,12300,12337.59,177977344
4/15/2013 16:00:00,12184.11,12335.9,11998.02,12004.88,302809248
4/16/2013 16:00:00,12061.24,12124.76,12002.54,12119.92,181110912
4/17/2013 16:00:00,12086.03,12116.14,11916.64,11947.29,230908080
4/18/2013 16:00:00,12024.21,12036.52,11918.88,11996.34,194536976
4/19/2013 16:00:00,11987.44,12067.07,11987.21,12065.55,156909328
4/22/2013 16:00:00,12117.81,12122.85,12026.9,12090.68,131464016
4/23/2013 16:00:00,12097.48,12127.07,12031.64,12090.94,97387736
4/24/2013 16:00:00,12127.71,12271.29,12090.94,12270.43,182003696
4/25/2013 16:00:00,12308.59,12370.74,12270.43,12329.51,222015936
4/26/2013 16:00:00,12306.14,12329.51,12181.18,12220.2,148578336
4/29/2013 16:00:00,12283.32,12322.93,12220.2,12312.67,123655904
4/30/2013 16:00:00,12310.69,12460.47,12244.2,12456.5,215982848
5/1/2013 16:00:00,12408,12454.92,12285.11,12321.29,209323744
5/2/2013 16:00:00,12326.39,12415.79,12275.98,12379.64,177845776
5/3/2013 16:00:00,12459.89,12533.83,12381.3,12438.03,158236832
5/6/2013 16:00:00,12480.17,12505.37,12440.8,12453.92,142997776
5/7/2013 16:00:00,12443.04,12489.8,12416.29,12464.11,186238896
5/8/2013 16:00:00,12480.1,12598.39,12464.11,12585.05,192494864
5/9/2013 16:00:00,12584.67,12601.07,12530,12543.9,208954192
5/10/2013 16:00:00,12517.15,12589.09,12511.94,12589.09,170821888
5/13/2013 16:00:00,12572.95,12586.25,12479.11,12529.55,161563184
5/14/2013 16:00:00,12529.41,12600.7,12529.41,12577.05,170082048
5/15/2013 16:00:00,12526.07,12575.01,12439.13,12473.65,164958848
5/16/2013 16:00:00,12473.39,12562.98,12463.4,12507.6,162646000
5/17/2013 16:00:00,12491.45,12636.31,12491.45,12613.05,171383616
5/21/2013 16:00:00,12669.51,12806.54,12613.05,12742.43,241990496
5/22/2013 16:00:00,12801.49,12889.26,12735.58,12752.5,219497712
5/23/2013 16:00:00,12648.79,12748.57,12598.87,12658.09,159306176
5/24/2013 16:00:00,12620.01,12670.65,12620.01,12667.22,139667104
5/27/2013 16:00:00,12688.57,12703.13,12662.76,12696.37,54708432
5/28/2013 16:00:00,12755.63,12798.54,12704.66,12750.52,204658192
5/29/2013 16:00:00,12677.44,12750.52,12658.57,12732.61,176313024
5/30/2013 16:00:00,12745.22,12767.55,12725.9,12746.55,203419968
5/31/2013 16:00:00,12691.36,12745.66,12620.08,12650.42,295767104
6/3/2013 16:00:00,12661.22,12681.22,12570.91,12609.8,168847328
6/4/2013 16:00:00,12600.46,12636.38,12568.94,12593.97,142091136
6/5/2013 16:00:00,12541.01,12588.64,12422.39,12443.65,209503792
6/6/2013 16:00:00,12406.76,12453.85,12327.66,12409.33,180622000
6/7/2013 16:00:00,12388.49,12412.96,12310.27,12373.3,158849280
6/10/2013 16:00:00,12375.64,12400.68,12328.45,12382.67,122697608
6/11/2013 16:00:00,12301.05,12375.81,12217.73,12223.57,172806144
6/12/2013 16:00:00,12245.19,12245.19,12092.53,12109.89,180001568
6/13/2013 16:00:00,12064.4,12291.16,12032.42,12277.13,168399088
6/14/2013 16:00:00,12271,12298.31,12178.21,12187.36,172518000
6/17/2013 16:00:00,12249.33,12325.81,12189.82,12288.9,143277216
6/18/2013 16:00:00,12299.18,12389.07,12288.35,12367.46,163820000
6/19/2013 16:00:00,12347.74,12365.48,12237.72,12268.29,175982256
6/20/2013 16:00:00,12100.09,12268.29,11940.46,11968.57,297328960
6/21/2013 16:00:00,12019.06,12067.54,11935.72,11995.66,378519968
6/24/2013 16:00:00,11909,11994.65,11759.04,11836.86,181127120
6/25/2013 16:00:00,11893.72,12007.72,11838.46,12005.42,182135408
6/26/2013 16:00:00,11990.48,12005.42,11934.7,11951.9,189593984
6/27/2013 16:00:00,12003.89,12053.63,11951.9,12005.78,199341696
6/28/2013 16:00:00,11995.9,12181.03,11992.92,12129.11,209079216
7/2/2013 16:00:00,12178.05,12217.36,12113.82,12178.38,182469184
7/3/2013 16:00:00,12175.46,12179.07,12055.63,12145.68,129353200
